episode,avg_reward,avg_entropy,beta,critic_loss,actor_grad_norm,critic_grad_norm,avg_alpha_sum,avg_max_weight,avg_quantile_spread,avg_objective,episode_cum_return,entropy_frac,actor_warmed_up,actor_updates_this_episode
27,-0.0006311030686479325,-12.827154681019449,0.010000000000000004,5.798693766046016e-05,0.00677732345408482,0.0015744628957459017,10.885814628319874,0.2599609279620381,0.04959767109774376,-0.001137410109567327,1.4284392284389305,0.031864524431697704,True,16
28,-0.0007990841263687537,-12.828237535255392,0.010000000000000004,5.923726254864735e-05,0.008026572563495985,0.0016722840640461846,10.883635245386472,0.2591592666864347,0.049950805150848425,-0.0016585623111360966,0.8350511150985103,0.03211932621683554,True,16
29,-0.0008385819375298295,-12.825752710999287,0.010000000000000004,5.94784225875632e-05,0.006298914601015603,0.0017027659235573278,10.857358205236663,0.2604042579609957,0.04977914928127746,-0.001403507990661541,0.7356669807426981,0.03184237784340806,True,16
30,-0.0006332940960890717,-12.826297966894487,0.010000000000000004,5.8576744106739085e-05,0.005581656115795122,0.0016741103963742896,10.856363939648968,0.26122477453515575,0.049427906843064945,-0.0012495136335373622,1.3793016531503284,0.03148023102798905,True,16
31,-0.0006655053495186242,-12.827909347729952,0.010000000000000004,5.671723878093828e-05,0.005716063150824419,0.001572407400708434,10.865026210795518,0.25923205286638945,0.048921906464601,-0.0015227948498882362,1.2774922152495352,0.03128059209145584,True,16
32,-0.0006879177174220529,-12.828619290246424,0.010000000000000004,5.6554683030345216e-05,0.006456301610481558,0.0014773530366799395,10.864043513839585,0.2611001307592329,0.04872271721998533,-0.0016762768806449294,1.2524733317326273,0.03095398248557144,True,16
33,-0.000696620192711732,-12.828591437042531,0.010000000000000004,5.677345714679568e-05,0.005842879663420587,0.0015500925342087416,10.85234996935943,0.2602522789199144,0.04857440266880556,-0.0017722228762192872,1.175159884675414,0.033507112484308224,True,16
34,-0.0008349029478810404,-12.830176363402444,0.010000000000000004,5.5909551781598734e-05,0.006609123139201658,0.0014332619650336835,10.852940768717234,0.2594000846701499,0.04814114620395108,-0.0023613969265641956,0.7602042260668862,0.03292461300878552,True,16
35,-0.0007078611742728843,-12.832875443944873,0.010000000000000004,5.632035198910935e-05,0.004978560958632449,0.0015312930039951662,10.858993059297338,0.2616873071712536,0.04837666846835088,-0.002407100420194079,1.1442594919218818,0.03300196673509881,True,16
36,-0.000702038883200478,-12.831963452233303,0.010000000000000004,5.594814216006473e-05,0.004526870198749498,0.0014443202103174226,10.850406460912401,0.2591883609821007,0.048188375847160396,-0.0023648765961217827,1.1964191083284685,0.034137650120504494,True,16
37,-0.0006642333636013363,-12.830130682910921,0.010000000000000004,5.676542137009889e-05,0.006378878917062649,0.0014959283978469519,10.832966706095624,0.2617437824253801,0.048259670754112076,-0.002305490737027681,1.2934966177142475,0.03317309287452319,True,16
38,-0.0006396449333909657,-12.830310287702085,0.010000000000000004,5.73714525618262e-05,0.010100229014677534,0.0015720470195871885,10.832366286291412,0.26094166532783947,0.048614820629373744,-0.0022898134088087836,1.3937356705260586,0.03137048314943445,True,16
39,-0.0007140888141581272,-12.834618811340315,0.010000000000000004,5.651910180581263e-05,0.008081856066126818,0.001441509749902831,10.853174660923466,0.26071547275456547,0.04822492224765246,-0.0028560098719271373,1.0978994070220738,0.03336995398506475,True,16
40,-0.0005968135033128979,-12.83900057597733,0.010000000000000004,5.705631684183152e-05,0.00982157265495533,0.0014876714054569747,10.878562139780739,0.2616830401767578,0.0482576655736159,-0.0026169192712042016,1.5668795568813478,0.034142064988230476,True,16
41,-0.0007282694841016298,-12.841635575993223,0.010000000000000004,5.883020177356799e-05,0.00833790376481539,0.0015511076656178017,10.872164483245893,0.2612662193296385,0.04913506134134822,-0.0021572702755360677,1.0785644545286628,0.032928958090433266,True,16
42,-0.0007137372695342406,-12.840225047982582,0.010000000000000004,5.722933423714225e-05,0.008608951466813577,0.0014226597736064271,10.85112715708571,0.26192676499960843,0.04827627424206405,-0.003050860257942998,1.1600565902966786,0.03292176519392057,True,16
43,-0.0005957779594809352,-12.834934831662693,0.010000000000000004,5.7033748206419585e-05,0.006128479584828163,0.0014131550473177495,10.812360940451278,0.26167674961653536,0.04824731117181477,-0.0031455477730101883,1.482658755128449,0.03367797019109156,True,16
44,-0.0007214730511096065,-12.83104005456754,0.010000000000000004,5.917368627435577e-05,0.005394168909716273,0.0015611260650842,10.78412103669978,0.2618498311032056,0.048914037397624004,-0.0026756054795740764,1.0451054955864727,0.03175812365917137,True,16
45,-0.000853611061364949,-12.830221255967997,0.010000000000000004,5.7509895541681286e-05,0.010049489927455099,0.001433021557648301,10.776315707406475,0.25993999759239467,0.04864554109933373,-0.0034505938393952808,0.6581329260007436,0.03099686809656458,True,16
46,-0.0007606886883646844,-12.831067818761493,0.010000000000000004,5.792592186766205e-05,0.007329276174219956,0.0013661454411566922,10.776844744001652,0.2626028446139353,0.04864680291090341,-0.0030559984705638183,1.005116897374129,0.03166448438593837,True,16
47,-0.000608464772585578,-12.837153913761073,0.010000000000000004,5.886237472293613e-05,0.008731032004109514,0.0014733699642048457,10.801959413791993,0.26027224853373426,0.04871486210765979,-0.003633072453817031,1.5470397790886055,0.031575049116248984,True,16
48,-0.0006730158635570851,-12.834519622457014,0.010000000000000004,5.832915829118687e-05,0.004595919859602169,0.0013994888147683216,10.773232718928481,0.2617662203094491,0.04866618230373541,-0.0033247552678462087,1.2870467599401727,0.03174758388037009,True,16
49,-0.0006862051946337481,-12.833385753706906,0.010000000000000004,5.8176910154790964e-05,0.005492601105414443,0.0013948737876187953,10.760936176816479,0.2617219904407223,0.04838278298704713,-0.003807006030081365,1.2353446041837226,0.03131789655761611,True,16
50,-0.0008412220318762194,-12.834756628280715,0.010000000000000004,5.809985834369258e-05,0.0061283128841698375,0.0014109706441977228,10.761357606339555,0.26079008170298806,0.04878353459873299,-0.0037126845378376936,0.760829519243549,0.03245560032576728,True,16
51,-0.0007399356504627859,-12.831469440210832,0.010000000000000004,6.057792246737119e-05,0.005662276493772143,0.0014969188417337626,10.734981388601847,0.26203188096618824,0.04964884622310733,-0.003616920477826087,1.0553659855681006,0.029876621620206274,True,16
52,-0.0006099642153134209,-12.830048222446344,0.010000000000000004,5.962681973821899e-05,0.006910723437615804,0.0013592322149199995,10.717711488967547,0.2611135317035345,0.04929092367231773,-0.003616074975395565,1.5108257065227946,0.028905074763872305,True,16
53,-0.0006191964755133192,-12.8255617386279,0.010000000000000004,6.065064834260333e-05,0.006019457676145422,0.001464580453794976,10.688306653389171,0.26208444727667013,0.04985211510454252,-0.0042612468817397565,1.5020062964152565,0.027697402362143256,True,16
54,-0.0007039595441645676,-12.822240432742632,0.010000000000000004,6.0837076040666995e-05,0.005400562346511531,0.0014398689771633571,10.661320643639103,0.26237107686302863,0.050108521954692335,-0.003821948778164166,1.1951552840321913,0.027750416394197976,True,16
55,-0.000711517472484231,-12.820908486865395,0.010000000000000004,5.904840878246785e-05,0.006020937510293719,0.0013606361130328786,10.644298481430639,0.2621203997946116,0.04949848477336627,-0.0033787612359471595,1.159866765966663,0.02746067410610258,True,16
56,-0.000722906794219086,-12.820019675425343,0.010000000000000004,5.969846365862851e-05,0.004995823616798932,0.0013241965622091951,10.63663834319056,0.2623840568074756,0.04956203117062524,-0.003910600259407143,1.1375259496768328,0.02724860216156575,True,16
57,-0.0005697502260779285,-12.820477060784029,0.010000000000000004,5.9695549317860096e-05,0.005400589320464881,0.0013561067986883643,10.641573511177109,0.2601919490907195,0.04936616850338941,-0.004045546537112383,1.6431475071009243,0.027180407589209036,True,16
58,-0.0006874275065491314,-12.823602580193999,0.010000000000000004,5.91261361237895e-05,0.005872374406498231,0.0013225355916226423,10.656985558710687,0.2618814199185684,0.049239425543001654,-0.0044128944534486585,1.2367173310970765,0.027343085843045248,True,16
59,-0.0008493354704111552,-12.823946472821364,0.010000000000000004,5.871117011076383e-05,0.0061150466378499255,0.0013407699575056415,10.658414798032279,0.26396236838756826,0.04910005335808804,-0.0046394297443178075,0.719262596798921,0.02681824158471597,True,16
60,-0.0005266031053903063,-12.822630495238158,0.010000000000000004,5.8723704230441174e-05,0.005351020656570501,0.0013184666982087269,10.643073324926817,0.2620184382130548,0.04926501802830303,-0.0041522796315052145,1.9347783724544874,0.026025440547217213,True,16
61,-0.0006299240465864009,-12.821013521240769,0.010000000000000004,5.9801036479262535e-05,0.006604390501646737,0.0013846080132010753,10.630454768483183,0.2627659128496872,0.049610802687318156,-0.0037305345160312657,1.4964360409887099,0.025228162483429885,True,16
62,-0.0006903776517193669,-12.823478471385569,0.010000000000000004,6.011413292272937e-05,0.005463667337854384,0.0013907897455934732,10.647638223738173,0.2612301959424752,0.04953760105292033,-0.0039053113078647357,1.227379688411168,0.02633469753436991,True,16
63,-0.0007045982066797793,-12.826344822315292,0.010000000000000004,5.9887403733072525e-05,0.004337427593873016,0.001342419845311203,10.659085303414917,0.2625320153349656,0.04987494109069878,-0.0039062287578168673,1.2018230261804295,0.026563947836979688,True,16
64,-0.0007698410114381591,-12.82697279541128,0.010000000000000004,6.0637001879639296e-05,0.006836856527102425,0.0013593790194734922,10.658855009606912,0.263163550458646,0.04984271866450723,-0.004299237089405286,0.9767806674512876,0.026410285544415518,True,16
65,-0.0006116709617943431,-12.8244634974063,0.010000000000000004,5.9762790599199004e-05,0.00660415740421508,0.0012722471039289837,10.635302490601271,0.2629851528840627,0.049562889681094256,-0.003878746685540372,1.5424166342902232,0.024799551354251086,True,16
66,-0.0005168883633240316,-12.823984787838913,0.010000000000000004,5.93410463430955e-05,0.005377407624054186,0.0012806736199084416,10.622373903978856,0.26368130089471753,0.04946571632075956,-0.0048300217354944365,1.9895458369619448,0.024713540091683493,True,16
67,-0.0006555306597640615,-12.825867326879075,0.010000000000000004,5.914658563760229e-05,0.005519534649696418,0.0012749539928740728,10.62861834488,0.26287784371020445,0.04939409265373317,-0.00444381626935035,1.4134098372690413,0.025007321930508756,True,16
68,-0.0006453001652425895,-12.824733598176108,0.010000000000000004,5.956691807051956e-05,0.006918972277466555,0.0012610128540713307,10.618666543408958,0.26057530392249045,0.049622732700113255,-0.004537036191910028,1.3751707860026978,0.02375905267401737,True,16
69,-0.0007337169599920596,-12.821749057298579,0.010000000000000004,5.9286228712387e-05,0.0042265913915127806,0.0013086695491623887,10.608811237766282,0.26259445269127385,0.049648600815817415,-0.004982291959514024,1.1388911011231024,0.024229311749683423,True,16
70,-0.0006928993346456007,-12.822028044719376,0.010000000000000004,5.943721194087637e-05,0.0053768006488959,0.0012450900609990302,10.610343082371466,0.2608184606457327,0.04960884016455702,-0.004514764861311004,1.220510924610927,0.023925678618719817,True,16
71,-0.0007556918818198569,-12.82131647100938,0.010000000000000004,6.040765971692549e-05,0.005678198855261303,0.0013080620532889826,10.60437632493653,0.2609423663735946,0.04994360750690965,-0.004491111963383544,1.0363561832672734,0.02354994349384491,True,16
72,-0.0005931272268187605,-12.817885114666442,0.010000000000000004,5.9324085277223844e-05,0.004486246326536671,0.0012409072166261088,10.581206914444738,0.2645281319357798,0.04971729934435295,-0.0049706825874297035,1.6651683780717135,0.02326314709876673,True,16
73,-0.0006992632732601651,-12.816160864009017,0.010000000000000004,5.95120750706749e-05,0.00626335290158143,0.0012700150707338608,10.570101814462868,0.26175036683009967,0.04971847275503578,-0.004970298124534484,1.217599081109885,0.023096550300735128,True,16
74,-0.0006541313477512401,-12.820729570608687,0.010000000000000004,6.091257241679623e-05,0.004218037647864978,0.0013128035179621126,10.600899050110828,0.2620410867187941,0.05032700932422116,-0.004243097120865193,1.3586128159182604,0.023725343407195926,True,16
75,-0.0007441259875218773,-12.821872004863545,0.010000000000000004,5.9363103408200453e-05,0.006247017579624492,0.0012642639774203019,10.610760422063338,0.26229588579089297,0.04955906772786127,-0.00528863319361045,1.109960468664537,0.02420781136492419,True,16
76,-0.0006526097199978448,-12.826386192969576,0.010000000000000004,5.933071990635915e-05,0.005636205734656954,0.0012356390179667435,10.632728137671558,0.26307788633094825,0.0494688698936717,-0.005146825478238475,1.4121992045036031,0.023744047838271543,True,16
77,-0.000595570494472628,-12.82368618437579,0.010000000000000004,5.975321865225623e-05,0.003446901059483298,0.0012562163683862712,10.611754409829897,0.2615507169048537,0.04957547285341229,-0.004672476632089574,1.5924031819667834,0.02335983026148862,True,16
78,-0.0005869474640188265,-12.822544192077066,0.010000000000000004,5.964056846524419e-05,0.005271603579877578,0.001312258358878959,10.601689676209409,0.26323386284408895,0.04996127516374694,-0.00481160549306061,1.643259594175805,0.023104678005015887,True,16
79,-0.0006049172639580883,-12.820334629724426,0.010000000000000004,5.908818789673057e-05,0.004876534621578129,0.0011893713009863648,10.586246828893985,0.2634071229987559,0.04955626933124342,-0.0053543317946783305,1.5731843911831005,0.022018941823534668,True,16
80,-0.0007437157885898486,-12.817497230995285,0.010000000000000004,5.813768959326039e-05,0.004573542748803464,0.0011868524535851004,10.567845581319537,0.26249055417163986,0.04926783410871496,-0.005258693938739184,1.06618829372806,0.021532607892983904,True,16
81,-0.0006959680047797226,-12.817123811576918,0.010000000000000004,5.9402513012316335e-05,0.004290263667829395,0.00125854164719593,10.56574200128658,0.2632866021269133,0.04983558571505931,-0.005354745267844928,1.1926019525239986,0.02219024476849381,True,16
82,-0.0007971227714728943,-12.818447195175613,0.010000000000000004,5.742599373083093e-05,0.0052284557260248755,0.0011930006777251762,10.57667756965645,0.26194515142167113,0.049126726536608725,-0.005423836239324041,0.9257193190400057,0.023359244667986626,True,16
83,-0.0007359001288347398,-12.818830120869006,0.010000000000000004,5.739845100961693e-05,0.003944904369712735,0.0011854893293791128,10.573790940303972,0.26132480637106736,0.048735875032517154,-0.006111716323229277,1.0516526439511207,0.022735404099599572,True,16
84,-0.0005224256096132843,-12.819345180268284,0.010000000000000004,5.772243328612697e-05,0.0052182083596627495,0.0012161596887241256,10.574512025911238,0.26095637434853025,0.04913084518635939,-0.006205102779081496,1.9193127603998552,0.022728294158669823,True,16
85,-0.0007460511834220924,-12.820028545515457,0.010000000000000004,5.56377763124698e-05,0.0037901962706643044,0.0010984292033265532,10.581698040552352,0.26055957754018116,0.048158545957536575,-0.005918531066194375,1.0487308509361597,0.022898487264425248,True,16
86,-0.000702848506282894,-12.820017906000482,0.010000000000000004,5.6659400990533415e-05,0.0037152214181077523,0.0011445808200976275,10.577960191949487,0.2611828360057122,0.04850937211618601,-0.0061475209256978474,1.2011022363683317,0.022091153250954277,True,16
87,-0.0005550626583202349,-12.820159499216437,0.010000000000000004,5.683172807410001e-05,0.003733854817286842,0.001170875125565677,10.576599483194064,0.2644586438079645,0.04867219860132088,-0.006065913571587523,1.8781485366000137,0.021353458842391742,True,16
88,-0.0007801315700173312,-12.820101146813649,0.010000000000000004,5.7760613456967397e-05,0.0068173339887613255,0.0012035121792631693,10.574916393492108,0.2638136905699492,0.049310040267606735,-0.006101911839039851,0.9537112975793307,0.0217698242981046,True,16
89,-0.0006167592597045363,-12.81748789082609,0.010000000000000004,5.7462358122510216e-05,0.004592098307744618,0.0011747124794222329,10.558065697447633,0.26170459889906295,0.04894840515355006,-0.00587362688280162,1.5171694479110052,0.02149325689640327,True,16
90,-0.0008141770917035991,-12.816817750236927,0.010000000000000004,5.63693297391698e-05,0.004621952545036397,0.001140674415684964,10.547755590558848,0.263552077472927,0.0486576545246831,-0.006536149507633311,0.8433696503180972,0.021418746620138936,True,16
91,-0.0006092570047365666,-12.81594367704674,0.010000000000000004,5.633768724422715e-05,0.004611124249270268,0.001145617997268081,10.540420419565375,0.2622123066337224,0.04864368741489442,-0.006429479722127461,1.4859764432325155,0.02155638577917649,True,16
92,-0.0007068695964234933,-12.815458088408196,0.010000000000000004,5.4238419467018444e-05,0.005060283109867217,0.0010860350236646056,10.534028145157297,0.2624871782485034,0.04775495925232099,-0.006283567743079753,1.2192795095377091,0.020926174106142312,True,16
93,-0.0006560029396856271,-12.815787464008444,0.010000000000000004,5.367531361408836e-05,0.004663280878345749,0.0010613353890688497,10.536350135319775,0.26178481766270784,0.047604275486658215,-0.0067853168876612635,1.3670773172277584,0.020282523802604358,True,16
94,-0.0006779707696005616,-12.816036772495066,0.010000000000000004,5.4741950810102414e-05,0.003709123219585725,0.0011621732468823174,10.53707744049676,0.2635558410310985,0.04805311436227067,-0.0065870504003769864,1.3421989184997032,0.02033360215309763,True,16
95,-0.0005736154103142623,-12.815883433796644,0.010000000000000004,5.406249760753576e-05,0.004083850004329781,0.0010483668126690074,10.532381710415113,0.2634418000042593,0.04767961927167705,-0.0064353976718955225,1.7992893898269577,0.020533652925779314,True,16
96,-0.0004906534452238485,-12.8154273535424,0.010000000000000004,5.693672452033028e-05,0.005026809042448775,0.001169079221045574,10.52437990422135,0.26249817259243247,0.0488527460065861,-0.0066674848881424454,2.0796107381262217,0.020302083822296643,True,16
97,-0.0006770390532142368,-12.817965631634022,0.010000000000000004,5.535075620066792e-05,0.005974039509908217,0.0011136809263149394,10.534639630394063,0.2644326952681597,0.04825059407015847,-0.007047945307147044,1.2778757124696183,0.020545136455679635,True,16
98,-0.0004825117208809289,-12.822359198410886,0.010000000000000004,5.525950218424187e-05,0.0055254934538046694,0.0011037081486841359,10.543364896722657,0.26313802051171215,0.04822214096392079,-0.006654523672289542,2.2113115679031115,0.021826416160211914,True,16
99,-0.0006668117058939507,-12.819477380740741,0.010000000000000004,5.4857029283623324e-05,0.004921048229331788,0.0010911221940702487,10.526649459255088,0.2622516078854876,0.04804753033473119,-0.00677321463565492,1.3683874659705735,0.020636255794703785,True,16
100,-0.0006498859853398463,-12.81949955474967,0.010000000000000004,5.5491311541090866e-05,0.006153505543811909,0.001115276732129687,10.535783950594613,0.26210467868938947,0.04832101562000569,-0.006504052838051926,1.4236167825259538,0.020946573732084094,True,16
101,-0.0007739243310748395,-12.823524216395167,0.010000000000000004,5.401027654848356e-05,0.005478638326125959,0.0011060861717811716,10.567511773690368,0.26152244520204937,0.047872210003244126,-0.006508211006790204,0.9693974518687378,0.02150219701827106,True,16
102,-0.000676333364094313,-12.82455522778224,0.010000000000000004,5.4173494821438514e-05,0.004642459656495238,0.0010643651913372504,10.579807090426696,0.2627628172057012,0.04793101098135754,-0.006740682030770339,1.2872578935976122,0.021694364802296376,True,16
103,-0.0007203742344444338,-12.824177428241406,0.010000000000000004,5.42863486670197e-05,0.005343625658806888,0.0010631579905417514,10.582427016860292,0.25983664762843267,0.047916181603905476,-0.006650537070874364,1.134802645206399,0.021532768009165426,True,16
104,-0.0006162812116071106,-12.824102646726999,0.010000000000000004,5.3575434748487117e-05,0.004918603728415582,0.001045085181687277,10.58548011808017,0.26153815073986786,0.04763557870996289,-0.006983699194837646,1.52792487138016,0.021679462026578326,True,16
105,-0.0005642273851585664,-12.826374831854455,0.010000000000000004,5.2916847326790695e-05,0.008439722296071372,0.0010314394085154382,10.606807730288224,0.2616418956056938,0.0474914322969213,-0.007243991019106367,1.74893562987637,0.021590115422547365,True,16
106,-0.0007789214684764616,-12.828555438208332,0.010000000000000004,5.4740521637138454e-05,0.004884372290173593,0.001142162351543632,10.607042891919235,0.2621654057713513,0.04818325608792382,-0.007064902798783143,0.9745434543199583,0.02153336582271442,True,16
107,-0.0006221056526754132,-12.82730219182516,0.010000000000000004,5.416019305776546e-05,0.007006008013881763,0.0010905324391436053,10.589878514356434,0.26157615254113303,0.0481787464002868,-0.006617104234336293,1.5009266798795506,0.021517097253690918,True,16
108,-0.0006799390887262776,-12.825624192256065,0.010000000000000004,5.3207415450668314e-05,0.005963982037827938,0.0010823025818021195,10.565428065256652,0.2627137064810015,0.04742603663471622,-0.006873868162619128,1.319139413402103,0.019713092437228692,True,16
109,-0.0005247288305382452,-12.819093203007439,0.010000000000000004,5.27763538443458e-05,0.005178506059246679,0.0010712180848087732,10.515034517631717,0.26272332358701606,0.047386921618490827,-0.007513815893257321,1.9340542070897766,0.019881472517985554,True,16
110,-0.0006077399747111369,-12.817194661792094,0.010000000000000004,5.285726560558388e-05,0.005114016730184139,0.0010575032839573086,10.501951301140906,0.26176439330659135,0.04753719205854312,-0.007618691708407685,1.6043240715434042,0.01933867378372742,True,16
111,-0.0005223129112039508,-12.816954215870528,0.010000000000000004,5.339661840054655e-05,0.004319157296744423,0.0010779106544057267,10.502590204987227,0.2605956462020057,0.04759306348402764,-0.007775720264965924,1.9048606700826891,0.01928639114502688,True,16
112,-0.0006844760231161911,-12.818201273690185,0.010000000000000004,5.339406932742686e-05,0.006096115201771633,0.001075108271060507,10.515180062307468,0.26250847593067383,0.047916190371844206,-0.007105725460988125,1.3116334761284794,0.01906358500611289,True,16
113,-0.000775610358250914,-12.820959829375827,0.010000000000000004,5.349420058570353e-05,0.005321813750783138,0.0010516205170935564,10.53644801459131,0.2626788811330569,0.04796350013133263,-0.007326786599183767,0.9813883704302813,0.019731717434124215,True,16
114,-0.0006286126956174827,-12.82294806812455,0.010000000000000004,5.363877452554793e-05,0.006907153193653199,0.0010514173934749321,10.552069244551658,0.2640433600505011,0.04760403436533797,-0.006916281022457939,1.4951941370778243,0.0196533543581458,True,16
